,Job_Title,Company_Name,Location,Experience_Level,Salary_Range,Skills_Required,Job_Description,Industry,Employment_Type,Tokenized_Job_Description,Sentiment_Polarity,Sentiment_Label
32,full stack developer,jobride techno services private limited,chennai,Entry Level,High,"dot net developer, react js, sql, rest api","develop, maintain, and enhance applications using .net core.collaborate with cross-functional teams to define, design, and ship new features.write clean, scalable, and efficient code.conduct software analysis, programming, testing, and debugging.ensure the best possible performance, quality, and responsiveness of applications.identify bottlenecks and bugs, and devise solutions to mitigate and address these issues.maintain code quality, organization, and automatization.stay up to date with new technology trends and advancements in .net core development.",it-hardware  networking  it-software  software services,Work from Office,"['develop', 'maintain', 'enhance', 'application', 'using', 'net', 'corecollaborate', 'crossfunctional', 'team', 'define', 'design', 'ship', 'new', 'featureswrite', 'clean', 'scalable', 'efficient', 'codeconduct', 'software', 'analysis', 'programming', 'testing', 'debuggingensure', 'best', 'possible', 'performance', 'quality', 'responsiveness', 'applicationsidentify', 'bottleneck', 'bug', 'devise', 'solution', 'mitigate', 'address', 'issuesmaintain', 'code', 'quality', 'organization', 'automatizationstay', 'date', 'new', 'technology', 'trend', 'advancement', 'net', 'core', 'development']",0.3278787878787878,Positive
33,full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
34,urgent opening for full stack developer  remote,tier5 technology solutions pvt ltd,kolkata,Entry Level,Medium,"mern stack developer, full stack","position software engineer mern responsibilities design, develop, and maintain high-performance web applications using the mern stack mongodb, , , . write clean, modular, and scalable code, ensuring adherence to best practices in software development. collaborate with cross-functional teams to define, design, and deliver new features. optimize applications for maximum speed and scalability. troubleshoot and debug applications, providing timely and effective solutions to issues. participate in code reviews, offering constructive feedback to peers. stay updated with the latest industry trends and technologies, incorporating them into projects where beneficial. utilize aws services and implement microservices and serverless architectures to enhance application performance and scalability. lead development projects, providing guidance and mentorship to junior developers. innovate solutions to complex problems, ensuring proactive measures to foresee and address potential issues.requirements extensive experience as a mern stack developer with a strong portfolio of successfully delivered projects. exceptional problem-solving skills and the ability to work independently with minimal supervision. deep understanding of software development principles and best practices. proficiency in mongodb, , , and . experience with restful apis and web services. advanced knowledge of version control systems, such as git. strong communication skills and the ability to collaborate effectively with team members. extensive experience with aws services, including but not limited to ec2, s3, lambda, and dynamodb. in-depth knowledge of microservices architecture and serverless computing. proven experience leading development teams and mentoring junior developers. ability to foresee potential issues and implement proactive solutions.",it-hardware  networking  it-software  software services,Work from Home,"['position', 'software', 'engineer', 'mern', 'responsibility', 'design', 'develop', 'maintain', 'highperformance', 'web', 'application', 'using', 'mern', 'stack', 'mongodb', 'write', 'clean', 'modular', 'scalable', 'code', 'ensuring', 'adherence', 'best', 'practice', 'software', 'development', 'collaborate', 'crossfunctional', 'team', 'define', 'design', 'deliver', 'new', 'feature', 'optimize', 'application', 'maximum', 'speed', 'scalability', 'troubleshoot', 'debug', 'application', 'providing', 'timely', 'effective', 'solution', 'issue', 'participate', 'code', 'review', 'offering', 'constructive', 'feedback', 'peer', 'stay', 'updated', 'latest', 'industry', 'trend', 'technology', 'incorporating', 'project', 'beneficial', 'utilize', 'aws', 'service', 'implement', 'microservices', 'serverless', 'architecture', 'enhance', 'application', 'performance', 'scalability', 'lead', 'development', 'project', 'providing', 'guidance', 'mentorship', 'junior', 'developer', 'innovate', 'solution', 'complex', 'problem', 'ensuring', 'proactive', 'measure', 'foresee', 'address', 'potential', 'issuesrequirements', 'extensive', 'experience', 'mern', 'stack', 'developer', 'strong', 'portfolio', 'successfully', 'delivered', 'project', 'exceptional', 'problemsolving', 'skill', 'ability', 'work', 'independently', 'minimal', 'supervision', 'deep', 'understanding', 'software', 'development', 'principle', 'best', 'practice', 'proficiency', 'mongodb', 'experience', 'restful', 'apis', 'web', 'service', 'advanced', 'knowledge', 'version', 'control', 'system', 'git', 'strong', 'communication', 'skill', 'ability', 'collaborate', 'effectively', 'team', 'member', 'extensive', 'experience', 'aws', 'service', 'including', 'limited', 'ec', 'lambda', 'dynamodb', 'indepth', 'knowledge', 'microservices', 'architecture', 'serverless', 'computing', 'proven', 'experience', 'leading', 'development', 'team', 'mentoring', 'junior', 'developer', 'ability', 'foresee', 'potential', 'issue', 'implement', 'proactive', 'solution']",0.2964580873671783,Positive
35,full stack developer - pune,jeeva,pune,Entry Level,Low,"react js, python, mongodb, aws, mysql","about you- experience 3 years of experience as a full stack engineer with a strong background in react, python, mongodb, and aws.- automated cicd experienced in implementing and managing automated cicd pipelines using github actions and aws cloudformation.- system architecture skilled in architecting scalable solutions for systems at scale, leveraging caching strategies, messaging queues and asyncawait paradigms for highly performant systems- cloud-native expertise proficient in deploying cloud-native apps using aws lambda, api gateway, s3, ecs, with a focus on serverless architectures to reduce overhead and boost agility..- development tooling proficient in a wide range of development tools such as fastapi, react state management, rest apis, websockets and robust version control using git.- ai and gpts competent in applying ai technologies, particularly in using gpt models for natural language processing, automation and creating intelligent systems.- impact-driven youve built and shipped products that users love and have seen the impact of your work at scale.- ownership you take pride in owning projects from start to finish and are comfortable wearing multiple hats to get the job done.- curious learner you stay ahead of the curve, eager to explore and implement the latest technologies, particularly in ai.- collaborative spirit you thrive in a team environment and can work effectively with both technical and non-technical stakeholders.- ambitious you have a hunger for success and are eager to contribute to a fast-growing company with big goals.",it-hardware  networking  it-software  software services,Work from Office,"['experience', 'year', 'experience', 'full', 'stack', 'engineer', 'strong', 'background', 'react', 'python', 'mongodb', 'aws', 'automated', 'cicd', 'experienced', 'implementing', 'managing', 'automated', 'cicd', 'pipeline', 'using', 'github', 'action', 'aws', 'cloudformation', 'system', 'architecture', 'skilled', 'architecting', 'scalable', 'solution', 'system', 'scale', 'leveraging', 'caching', 'strategy', 'messaging', 'queue', 'asyncawait', 'paradigm', 'highly', 'performant', 'system', 'cloudnative', 'expertise', 'proficient', 'deploying', 'cloudnative', 'apps', 'using', 'aws', 'lambda', 'api', 'gateway', 'ec', 'focus', 'serverless', 'architecture', 'reduce', 'overhead', 'boost', 'agility', 'development', 'tooling', 'proficient', 'wide', 'range', 'development', 'tool', 'fastapi', 'react', 'state', 'management', 'rest', 'apis', 'websockets', 'robust', 'version', 'control', 'using', 'git', 'ai', 'gpts', 'competent', 'applying', 'ai', 'technology', 'particularly', 'using', 'gpt', 'model', 'natural', 'language', 'processing', 'automation', 'creating', 'intelligent', 'system', 'impactdriven', 'youve', 'built', 'shipped', 'product', 'user', 'love', 'seen', 'impact', 'work', 'scale', 'ownership', 'take', 'pride', 'owning', 'project', 'start', 'finish', 'comfortable', 'wearing', 'multiple', 'hat', 'get', 'job', 'done', 'curious', 'learner', 'stay', 'ahead', 'curve', 'eager', 'explore', 'implement', 'latest', 'technology', 'particularly', 'ai', 'collaborative', 'spirit', 'thrive', 'team', 'environment', 'work', 'effectively', 'technical', 'nontechnical', 'stakeholder', 'ambitious', 'hunger', 'success', 'eager', 'contribute', 'fastgrowing', 'company', 'big', 'goal']",0.2875757575757576,Positive
36,fullstack developer with react and .net,morphos hr solutions pvt ltd,kochicochin,Entry Level,Low,"fullstack developer, dot net, react",we are looking for a 6 years experienced fullstack developer with strong hands-on in react and.net.work timing - 12pm to 9pm,it-hardware  networking  it-software  software services,Work from Home,"['looking', 'year', 'experienced', 'fullstack', 'developer', 'strong', 'handson', 'react', 'andnetwork', 'timing', 'pm', 'pm']",0.6166666666666667,Positive
37,hiring for full stack developer,coder infosys,surat,Entry Level,Low,"full stack developer, react js, nodejs, next js developer, mongodb, mern stack developer, typescript, bootstrap, rest api, api integration, sql","as a full stack developer, you should be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries. you should also be a team player with a knack for visual design and utility.1 years of experience as a full stack developer or similar role.proficiency in nextjs, , , restful web services, html, css, etc.knowledge of react and common tools used in the wider react ecosystem, such as  and npmfamiliarity with common programming tools such as redux, ides, restful apis, git repositories, typescript, version control software, and remote deployment toolsan understanding of common programming paradigms and fundamental react principles, such as react components, hooks, and the react lifecycleexperience with version control systems, such as git.familiarity with front-end frameworks like bootstrap, material-ui, etc.solid understanding of restful api design and integration.knowledge of database design and management, including both sql and nosql databases.test software to ensure responsiveness and efficiencyexcellent problem-solving and communication skills.ability to work collaboratively in a team-oriented environment.bachelors degree in computer science or a related field is preferred.",it-hardware  networking  it-software  software services,Work from Office,"['full', 'stack', 'developer', 'comfortable', 'around', 'frontend', 'backend', 'coding', 'language', 'development', 'framework', 'thirdparty', 'library', 'also', 'team', 'player', 'knack', 'visual', 'design', 'utility', 'year', 'experience', 'full', 'stack', 'developer', 'similar', 'roleproficiency', 'nextjs', 'restful', 'web', 'service', 'html', 'cs', 'etcknowledge', 'react', 'common', 'tool', 'used', 'wider', 'react', 'ecosystem', 'npmfamiliarity', 'common', 'programming', 'tool', 'redux', 'ides', 'restful', 'apis', 'git', 'repository', 'typescript', 'version', 'control', 'software', 'remote', 'deployment', 'toolsan', 'understanding', 'common', 'programming', 'paradigm', 'fundamental', 'react', 'principle', 'react', 'component', 'hook', 'react', 'lifecycleexperience', 'version', 'control', 'system', 'gitfamiliarity', 'frontend', 'framework', 'like', 'bootstrap', 'materialui', 'etcsolid', 'understanding', 'restful', 'api', 'design', 'integrationknowledge', 'database', 'design', 'management', 'including', 'sql', 'nosql', 'databasestest', 'software', 'ensure', 'responsiveness', 'efficiencyexcellent', 'problemsolving', 'communication', 'skillsability', 'work', 'collaboratively', 'teamoriented', 'environmentbachelors', 'degree', 'computer', 'science', 'related', 'field', 'preferred']",0.007142857142857145,Positive
38,full stack developer,learnx,jaipur,Entry Level,Low,"nodejs, mongodb, firebase, javascript","thelearnx company is seeking skilled developers for an on-site position, offering a compensation package ranging from 80,000 to 5,00,000. the role primarily involves working with mongodb, javascript, , and jsnode to build and maintain network applications, manage data exchange between servers and users, and collaborate closely with front-end developers.ideal candidates should have strong proficiency in these technologies, with responsibilities including optimizing application performance, developing efficient back-end services, and ensuring data protection. this role is best suited for those with a solid background in  development, who are ready to contribute to a dynamic team environment at the office .",it-hardware  networking  it-software  software services,Work from Office,"['thelearnx', 'company', 'seeking', 'skilled', 'developer', 'onsite', 'position', 'offering', 'compensation', 'package', 'ranging', 'role', 'primarily', 'involves', 'working', 'mongodb', 'javascript', 'jsnode', 'build', 'maintain', 'network', 'application', 'manage', 'data', 'exchange', 'server', 'user', 'collaborate', 'closely', 'frontend', 'developersideal', 'candidate', 'strong', 'proficiency', 'technology', 'responsibility', 'including', 'optimizing', 'application', 'performance', 'developing', 'efficient', 'backend', 'service', 'ensuring', 'data', 'protection', 'role', 'best', 'suited', 'solid', 'background', 'development', 'ready', 'contribute', 'dynamic', 'team', 'environment', 'office']",0.3619047619047619,Positive
39,full stack developer,lernex,jaipur,Entry Level,Medium,mongodb,"locationon-site, jaipur, rajasthan job descriptionwe are seeking a highly skilled full stack developer to join our dynamic team in jaipur. the ideal candidate will have extensive experience in developing applications and demonstrate expertise in mongodb, firebase, and . if you are passionate about technology and thrive in a collaborative environment, we want to hear from youresponsibilities- design, develop, and maintain web applications from front-end to back-end.- collaborate with cross-functional teams to define, design, and ship new features.- optimize applications for maximum speed and scalability.- implement security and data protection protocols.- troubleshoot and debug applications to ensure optimal performance.- develop and manage well-functioning databases and servers.- write clean, maintainable, and well-documented code.- stay updated with emerging technologies and industry trends.requirements- proven experience as a full stack developer or similar role.- strong proficiency in mongodb, firebase, and .- experience with front-end technologies such as html, css, javascript, and modern javascript frameworks ., react, angular, or .- familiarity with restful apis and web services.- knowledge of version control systems ., git.- strong problem-solving skills and a proactive approach to addressing challenges.- excellent communication and teamwork skills.- ability to manage multiple tasks and meet deadlines.preferred qualifications- experience with cloud services and infrastructure ., aws, google cloud.- understanding of devops principles and cicd pipelines.- prior experience working on mobile app development.- bachelors degree in computer science, information technology, or a related field.",it-hardware  networking  it-software  software services,Work from Office,"['locationonsite', 'jaipur', 'rajasthan', 'job', 'descriptionwe', 'seeking', 'highly', 'skilled', 'full', 'stack', 'developer', 'join', 'dynamic', 'team', 'jaipur', 'ideal', 'candidate', 'extensive', 'experience', 'developing', 'application', 'demonstrate', 'expertise', 'mongodb', 'firebase', 'passionate', 'technology', 'thrive', 'collaborative', 'environment', 'want', 'hear', 'youresponsibilities', 'design', 'develop', 'maintain', 'web', 'application', 'frontend', 'backend', 'collaborate', 'crossfunctional', 'team', 'define', 'design', 'ship', 'new', 'feature', 'optimize', 'application', 'maximum', 'speed', 'scalability', 'implement', 'security', 'data', 'protection', 'protocol', 'troubleshoot', 'debug', 'application', 'ensure', 'optimal', 'performance', 'develop', 'manage', 'wellfunctioning', 'database', 'server', 'write', 'clean', 'maintainable', 'welldocumented', 'code', 'stay', 'updated', 'emerging', 'technology', 'industry', 'trendsrequirements', 'proven', 'experience', 'full', 'stack', 'developer', 'similar', 'role', 'strong', 'proficiency', 'mongodb', 'firebase', 'experience', 'frontend', 'technology', 'html', 'cs', 'javascript', 'modern', 'javascript', 'framework', 'react', 'angular', 'familiarity', 'restful', 'apis', 'web', 'service', 'knowledge', 'version', 'control', 'system', 'git', 'strong', 'problemsolving', 'skill', 'proactive', 'approach', 'addressing', 'challenge', 'excellent', 'communication', 'teamwork', 'skill', 'ability', 'manage', 'multiple', 'task', 'meet', 'deadlinespreferred', 'qualification', 'experience', 'cloud', 'service', 'infrastructure', 'aws', 'google', 'cloud', 'understanding', 'devops', 'principle', 'cicd', 'pipeline', 'prior', 'experience', 'working', 'mobile', 'app', 'development', 'bachelor', 'degree', 'computer', 'science', 'information', 'technology', 'related', 'field']",0.25664983164983163,Positive
40,full stack developer - delhi ncr,yes hr solutions,delhi ncr,Mid Level,Low,"c sharp, angular js, mongodb, dot net developer","4 years building web experiences with a focus on uifront-end and expert knowledge of developing restful services using .net and c.experience with angular, css, html, javascript, jquery. expertise with cross-browser, responsive, cross-platform and design constraints on the web. working with rest api web services.develop and maintain ui component library.participate in technical and design.",it-hardware  networking  it-software  software services,Work from Home,"['year', 'building', 'web', 'experience', 'focus', 'uifrontend', 'expert', 'knowledge', 'developing', 'restful', 'service', 'using', 'net', 'cexperience', 'angular', 'cs', 'html', 'javascript', 'jquery', 'expertise', 'crossbrowser', 'responsive', 'crossplatform', 'design', 'constraint', 'web', 'working', 'rest', 'api', 'web', 'servicesdevelop', 'maintain', 'ui', 'component', 'libraryparticipate', 'technical', 'design']",0.0,Neutral
41,full-stack developer,futorom examination services private limited,rohini sector 9  delhi,Mid Level,Medium,slack devloper,"we are seeking an experienced full-stack developer to join our dynamic team. the ideal candidate will have a strong background in modern web development technologies, including react, , , and postgresql or supabase. you will be responsible for building and maintaining high-quality web applications, integrating payment apis, and ensuring real-time communication through websockets.key responsibilities develop and maintain web applications using react and . build backend services with  or . design, implement, and manage databases using postgresql or supabase. integrate stripe and paypal apis for payment processing. implement real-time features using websockets. schedule and manage automated tasks using cron jobs. collaborate with cross-functional teams to define, design, and ship new features. optimize applications for maximum speed and scalability. write clean, maintainable, and well-documented code.qualifications experience minimum of x years of professional experience in full-stack development. frontend proficiency in react and . backend strong knowledge of  experience with  is a plus but not mandatory. database experience with postgresql or supabase. payment integration hands-on experience with stripe and paypal apis. real-time communication familiarity with websockets implementation. automation experience with setting up and managing cron jobs. other skills strong understanding of restful apis. familiarity with version control tools like git. ability to write unit and integration tests. excellent problem-solving skills and attention to detail. soft skills strong communication and teamwork abilities. ability to work independently and manage time effectively. eagerness to learn and adapt to new technologies.nice to have experience with supabase as a postgresql alternative. familiarity with other backend frameworks. knowledge",it-hardware  networking  it-software  software services,Work from Home,"['seeking', 'experienced', 'fullstack', 'developer', 'join', 'dynamic', 'team', 'ideal', 'candidate', 'strong', 'background', 'modern', 'web', 'development', 'technology', 'including', 'react', 'postgresql', 'supabase', 'responsible', 'building', 'maintaining', 'highquality', 'web', 'application', 'integrating', 'payment', 'apis', 'ensuring', 'realtime', 'communication', 'websocketskey', 'responsibility', 'develop', 'maintain', 'web', 'application', 'using', 'react', 'build', 'backend', 'service', 'design', 'implement', 'manage', 'database', 'using', 'postgresql', 'supabase', 'integrate', 'stripe', 'paypal', 'apis', 'payment', 'processing', 'implement', 'realtime', 'feature', 'using', 'websockets', 'schedule', 'manage', 'automated', 'task', 'using', 'cron', 'job', 'collaborate', 'crossfunctional', 'team', 'define', 'design', 'ship', 'new', 'feature', 'optimize', 'application', 'maximum', 'speed', 'scalability', 'write', 'clean', 'maintainable', 'welldocumented', 'codequalifications', 'experience', 'minimum', 'x', 'year', 'professional', 'experience', 'fullstack', 'development', 'frontend', 'proficiency', 'react', 'backend', 'strong', 'knowledge', 'experience', 'plus', 'mandatory', 'database', 'experience', 'postgresql', 'supabase', 'payment', 'integration', 'handson', 'experience', 'stripe', 'paypal', 'apis', 'realtime', 'communication', 'familiarity', 'websockets', 'implementation', 'automation', 'experience', 'setting', 'managing', 'cron', 'job', 'skill', 'strong', 'understanding', 'restful', 'apis', 'familiarity', 'version', 'control', 'tool', 'like', 'git', 'ability', 'write', 'unit', 'integration', 'test', 'excellent', 'problemsolving', 'skill', 'attention', 'detail', 'soft', 'skill', 'strong', 'communication', 'teamwork', 'ability', 'ability', 'work', 'independently', 'manage', 'time', 'effectively', 'eagerness', 'learn', 'adapt', 'new', 'technologiesnice', 'experience', 'supabase', 'postgresql', 'alternative', 'familiarity', 'backend', 'framework', 'knowledge']",0.3169856459330143,Positive
42,full stack developer - remote,spehre,ghaziabad,Mid Level,Low,"javascript, react js, html5, nodejs, typescript, mysql","internship and job opportunity at spehrespehre , a leading ai recruitment platform, offers a two-month remote internship program for students interested in full-stack developer roles.about spehre. we appreciate your interest in joining our network of talented professionals. to ensure we match the right candidates with our partners needs.eligibility criteria- graduates and freshers are eligible to applyinternship details- duration 2 months remote- areas of focus full stack developer benefits- upon completion, interns will receive- various certificates- performance-based stipend- letter of recommendation- potential for pre-placement offer ppo based on outstanding performancethis internship offers a valuable opportunity to gain hands-on experience and build a strong foundation in your chosen field. apply now to kickstart your career",it-hardware  networking  it-software  software services,Work from Home,"['internship', 'job', 'opportunity', 'spehrespehre', 'leading', 'ai', 'recruitment', 'platform', 'offer', 'twomonth', 'remote', 'internship', 'program', 'student', 'interested', 'fullstack', 'developer', 'rolesabout', 'spehre', 'appreciate', 'interest', 'joining', 'network', 'talented', 'professional', 'ensure', 'match', 'right', 'candidate', 'partner', 'needseligibility', 'criterion', 'graduate', 'fresher', 'eligible', 'applyinternship', 'detail', 'duration', 'month', 'remote', 'area', 'focus', 'full', 'stack', 'developer', 'benefit', 'upon', 'completion', 'intern', 'receive', 'various', 'certificate', 'performancebased', 'stipend', 'letter', 'recommendation', 'potential', 'preplacement', 'offer', 'ppo', 'based', 'outstanding', 'performancethis', 'internship', 'offer', 'valuable', 'opportunity', 'gain', 'handson', 'experience', 'build', 'strong', 'foundation', 'chosen', 'field', 'apply', 'kickstart', 'career']",0.20992063492063492,Positive
43,full stack developer,particleblack,chennai,Mid Level,Low,"js, node js","develop and maintain dynamic, full-stack applications using javascript, angular, and . collaborate with cross-functional teams to deliver high-quality, scalable software solutions from front-end to back-end.",it-hardware  networking  it-software  software services,Work from Home,"['develop', 'maintain', 'dynamic', 'fullstack', 'application', 'using', 'javascript', 'angular', 'collaborate', 'crossfunctional', 'team', 'deliver', 'highquality', 'scalable', 'software', 'solution', 'frontend', 'backend']",0.0,Neutral
44,opening for full stack developer,adetive solutions private limited,ramanathapuram,Entry Level,Low,"mysql, nodejs, php, react js","job description for adetive mern or php1. mern stack developer full-stack role focused on mongodb, express, react, and  to build and scale dynamic web applications.or2. php full stack developer full-stack role focused on php, plus front-end development knowledge of laravel framework addons is an advantage optional",it-hardware  networking  it-software  software services,Work from Home,"['job', 'description', 'adetive', 'mern', 'php', 'mern', 'stack', 'developer', 'fullstack', 'role', 'focused', 'mongodb', 'express', 'react', 'build', 'scale', 'dynamic', 'web', 'applicationsor', 'php', 'full', 'stack', 'developer', 'fullstack', 'role', 'focused', 'php', 'plus', 'frontend', 'development', 'knowledge', 'laravel', 'framework', 'addons', 'advantage', 'optional']",0.175,Positive
45,full stack developer,sphere,wardha,Entry Level,Low,"react js, java-script, node js, css-cascading style sheets, html5, css3, mysql, core java",this is full stack internship hiring for freshers and graduates those people can be apply for itcontact me on whatsapp-,it-hardware  networking  it-software  software services,Work from Home,"['full', 'stack', 'internship', 'hiring', 'fresher', 'graduate', 'people', 'apply', 'itcontact', 'whatsapp']",0.35,Positive
46,full stack developer,jyoti placements service,bangalore,Entry Level,Low,"ajax, core java, css-cascading style sheets, mysql, spring, css3, advanced java, javascript, nodejs, react js, html5, angularjs2, typescript, aws, work from home","responsibilities- design, develop, and maintain scalable mlal applications using python  javascript.- write effective apls- develop and optimize sql queries and manage databases to support application functionalities.- utilize cloud platforms such as google cloud platform gcp, amazon web services aws, or microsoft azure to deploy, monitor, and scale applications.- ability to design ml pipelines- collaborate with cross-functional teams to define project requirements and create technical specifications.- write clean, maintainable, and efficient code while adhering to best practices and coding standards.- troubleshoot and debugging- conduct code reviews and provide constructive feedback to peers.- stay updated with the latest industry trends and technologies to ensure continuous improvement and innovation.- troubleshoot and resolve software issues and bugs in a timely manner.- participate in agile methodologies, including sprint planning, stand-ups, and retrospectives.required skills and qualifications- proven experience as a full stack developer or similar role with 5 years of experience or more- bachelors degree in computer science, information technology, or a related field.- proven experience in software development using python and javascript ., , react, angular, or  frameworks.- strong knowledge of sql and experience with postgresqlmongodb databases.- hands-on experience with cloud platforms such as gcp, aws, azure.- knowledge of multiple back-end languages . c, java, python and javascript frameworks . angular, react, - familiarity with time series forecasting techniques.- experience with version control systems like git.- proficient understanding of web markup, including html5 and css3.- strong problem-solving skills and the ability to work independently or within a team environment.- excellent verbal and written communication skills.",it-hardware  networking  it-software  software services,Work from Office,"['responsibility', 'design', 'develop', 'maintain', 'scalable', 'mlal', 'application', 'using', 'python', 'javascript', 'write', 'effective', 'apls', 'develop', 'optimize', 'sql', 'query', 'manage', 'database', 'support', 'application', 'functionality', 'utilize', 'cloud', 'platform', 'google', 'cloud', 'platform', 'gcp', 'amazon', 'web', 'service', 'aws', 'microsoft', 'azure', 'deploy', 'monitor', 'scale', 'application', 'ability', 'design', 'ml', 'pipeline', 'collaborate', 'crossfunctional', 'team', 'define', 'project', 'requirement', 'create', 'technical', 'specification', 'write', 'clean', 'maintainable', 'efficient', 'code', 'adhering', 'best', 'practice', 'coding', 'standard', 'troubleshoot', 'debugging', 'conduct', 'code', 'review', 'provide', 'constructive', 'feedback', 'peer', 'stay', 'updated', 'latest', 'industry', 'trend', 'technology', 'ensure', 'continuous', 'improvement', 'innovation', 'troubleshoot', 'resolve', 'software', 'issue', 'bug', 'timely', 'manner', 'participate', 'agile', 'methodology', 'including', 'sprint', 'planning', 'standups', 'retrospectivesrequired', 'skill', 'qualification', 'proven', 'experience', 'full', 'stack', 'developer', 'similar', 'role', 'year', 'experience', 'bachelor', 'degree', 'computer', 'science', 'information', 'technology', 'related', 'field', 'proven', 'experience', 'software', 'development', 'using', 'python', 'javascript', 'react', 'angular', 'framework', 'strong', 'knowledge', 'sql', 'experience', 'postgresqlmongodb', 'database', 'handson', 'experience', 'cloud', 'platform', 'gcp', 'aws', 'azure', 'knowledge', 'multiple', 'backend', 'language', 'c', 'java', 'python', 'javascript', 'framework', 'angular', 'react', 'familiarity', 'time', 'series', 'forecasting', 'technique', 'experience', 'version', 'control', 'system', 'like', 'git', 'proficient', 'understanding', 'web', 'markup', 'including', 'html', 'cs', 'strong', 'problemsolving', 'skill', 'ability', 'work', 'independently', 'within', 'team', 'environment', 'excellent', 'verbal', 'written', 'communication', 'skill']",0.3343137254901961,Positive
47,full stack development,bdn labs pvt limited,hyderabad,Entry Level,High,"graphql developer, sql developer, kubernates, docker","we are seeking a meticulous and highly skilled full stack developer to join our it team. the ideal candidate will have extensive experience in full stack development.key responsibilitiesmust work in technologies such as react, angular, , or any other modern javascript framework.must work in technologies using restful apis or graphql, kubernetes, docker, linux, windows, virtualization, awsazure.must also have an exposure to the microservices technologyplatform and its related technical stack. you also be able to apply those fundamentals to real-world problems and come up with specialized solutions. interact with cross functional teams and co-operate with people working in different areas of the stack. you should value simplicity and scale, work comfortably in a collaborative, agile environment, and be excited to learn.collaborate with product managers and other stakeholders in understanding the requirements and work on delivering user storiesbacklog items with highest levels of quality and consistency across the product.work with geographically dispersed team of engineers by taking complete ownership and accountability to see the project through for completion.requirements5 years strong experience in restful apis or graphql, kubernetes, docker, linux, windows, virtualization, awsazure, python.excellent problem-solving skills and attention to detail.strong communication and collaboration skills.",it-hardware  networking  it-software  software services,Work from Office,"['seeking', 'meticulous', 'highly', 'skilled', 'full', 'stack', 'developer', 'join', 'team', 'ideal', 'candidate', 'extensive', 'experience', 'full', 'stack', 'developmentkey', 'responsibilitiesmust', 'work', 'technology', 'react', 'angular', 'modern', 'javascript', 'frameworkmust', 'work', 'technology', 'using', 'restful', 'apis', 'graphql', 'kubernetes', 'docker', 'linux', 'window', 'virtualization', 'awsazuremust', 'also', 'exposure', 'microservices', 'technologyplatform', 'related', 'technical', 'stack', 'also', 'able', 'apply', 'fundamental', 'realworld', 'problem', 'come', 'specialized', 'solution', 'interact', 'cross', 'functional', 'team', 'cooperate', 'people', 'working', 'different', 'area', 'stack', 'value', 'simplicity', 'scale', 'work', 'comfortably', 'collaborative', 'agile', 'environment', 'excited', 'learncollaborate', 'product', 'manager', 'stakeholder', 'understanding', 'requirement', 'work', 'delivering', 'user', 'storiesbacklog', 'item', 'highest', 'level', 'quality', 'consistency', 'across', 'productwork', 'geographically', 'dispersed', 'team', 'engineer', 'taking', 'complete', 'ownership', 'accountability', 'see', 'project', 'completionrequirements', 'year', 'strong', 'experience', 'restful', 'apis', 'graphql', 'kubernetes', 'docker', 'linux', 'window', 'virtualization', 'awsazure', 'pythonexcellent', 'problemsolving', 'skill', 'attention', 'detailstrong', 'communication', 'collaboration', 'skill']",0.2293859649122807,Positive
